subj,group,cond,cond_other,choice,rt,acc,x_gaze,x_emo,x_head,x_all,cond_other_emo_head,cond_other_emo,cond_other_head
1,1,1,2,2,790,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,2,702,0,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,1,956,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,1,839,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,2,1241,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,472,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,621,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,855,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,937,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,657,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,2,733,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,1,645,0,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,823,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,910,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,783,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,760,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,607,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,2,725,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,640,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,653,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,716,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,983,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,614,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,672,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,818,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,846,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,705,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,618,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,741,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,823,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,705,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,527,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,2,630,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,1,878,0,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,570,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,1004,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,568,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,544,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,738,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,564,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,818,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,808,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,588,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,786,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,603,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,646,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,472,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,595,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,573,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,745,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,839,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,1011,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,686,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,687,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,597,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,861,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,498,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,690,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,641,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,516,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,1,686,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,656,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,572,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,707,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,567,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,816,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,737,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,1,608,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,483,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,2,682,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,428,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,601,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,1,514,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,2,767,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,710,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,599,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,449,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,630,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,644,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,1,501,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,525,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,474,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,588,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,657,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,579,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,538,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,642,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,609,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,605,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,352,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,627,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,493,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,603,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,736,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,747,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,565,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,755,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,827,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,505,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,2,717,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,533,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,508,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,850,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,548,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,1,561,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,541,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,2,957,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,1,447,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,1,734,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,678,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,524,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,472,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,683,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,536,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,517,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,486,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,640,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,2,639,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,670,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,684,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,765,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,596,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,584,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,566,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,749,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,445,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,666,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,754,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,1,1,673,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,416,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,437,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,2,478,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,2,507,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,385,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,583,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,2,411,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,1,365,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,2,631,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,854,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,371,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,638,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,2,560,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,667,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,436,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,1,689,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,728,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,460,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,596,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,566,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,387,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,346,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,413,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,500,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,425,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,1,594,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,666,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,406,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,1,619,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,537,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,466,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,626,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,499,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,526,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,489,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,628,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,514,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,498,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,463,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,2,617,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,602,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,544,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,609,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,459,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,566,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,706,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,518,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,2,603,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,504,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,703,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,543,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,473,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,442,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,749,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,603,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,555,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,456,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,754,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,622,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,569,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,546,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,2,568,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,571,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,534,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,422,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,592,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,636,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,527,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,723,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,727,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,585,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,529,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,560,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,406,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,460,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,724,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,696,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,530,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,601,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,594,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,481,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,383,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,501,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,469,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,415,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,572,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,813,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,529,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,584,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,526,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,2,559,0,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,449,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,518,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,619,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,657,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,566,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,498,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,526,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,635,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,533,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,534,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,592,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,612,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,1,308,0,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,520,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,600,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,829,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,597,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,548,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,2,549,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,2,511,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,2,488,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,2,677,0,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,610,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,719,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,2,1,2,672,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,2,1,2,601,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,734,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,1,1,848,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,628,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,607,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,1,1,1,549,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
1,1,2,1,2,744,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
1,1,1,1,1,749,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,2,1,2,516,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
1,1,1,1,1,563,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
1,1,1,2,1,434,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,648,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,1,601,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,458,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,510,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,666,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,652,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,2,600,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,1,2,1,484,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,651,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,2,721,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,693,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,432,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,2,522,0,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,1,436,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,1,2,2,501,0,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,595,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,532,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,506,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,1,2,1,497,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,2,538,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,669,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,694,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,591,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,1,601,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,493,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,1,467,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,642,1,Direct,Fearful,Deviated,Direct_Fearful_Deviated,4,2,2
1,1,2,2,2,569,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,619,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,537,1,Indirect,Fearful,Deviated,Indirect_Fearful_Deviated,4,2,2
1,1,2,2,2,728,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,2,2,2,624,1,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
1,1,1,2,1,409,1,Direct,Fearful,Forward,Direct_Fearful_Forward,2,2,1
1,1,2,2,1,476,0,Indirect,Fearful,Forward,Indirect_Fearful_Forward,2,2,1
